term	short_vi	review_status	review_method	source	source_license	review_note
premise	tiền đề	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/premise	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'tiền đề' corresponds to an antecedent proposition or basic idea, matching the short gloss; translation appears for the sense.
prevalent	phổ biến	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/prevalent	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'widespread and common' matches sense 'widespread, preferred'; 'phổ biến' is the best match among provided translations.
prey	mồi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/prey	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'mồi' (as in 'con mồi') corresponds to an animal hunted by another; acceptable match.
prism	lăng kính	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/prism	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'lăng kính' matches the optical/light-splitting sense given by the short gloss.
prophecy	tiên tri	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/prophecy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'prediction' maps directly to the short gloss 'a prediction of the future' and translation 'tiên tri' is appropriate Vietnamese.
prophet	tiên tri	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/prophet	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'someone who speaks divine predictions' matches the prophetic sense; 'tiên tri' is the correct Vietnamese translation present.
proposition	đề nghị	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/proposition	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a suggested plan or idea' corresponds to sense 'idea or plan offered'; 'đề nghị' is an appropriate Vietnamese translation present.
prosecutor	công tố viên	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/prosecutor	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 ('person instituting criminal prosecution') matches short gloss 'a charge-bringing lawyer'; 'công tố viên' is a plain Vietnamese term present in the translations.
prostate	tuyến tiền liệt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/prostate	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'relating to a male gland' corresponds to the gland sense; 'tuyến tiền liệt' is an exact, standard Vietnamese translation present in the list.
prostitution	mại dâm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/prostitution	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'selling sex for money' matches sense 'having sex for profit' and 'mại dâm' is the exact Vietnamese translation provided.
protagonist	nhân vật chính	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/protagonist	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'main character' matches 'the main character'; 'nhân vật chính' is the appropriate gender-neutral Vietnamese translation among those listed.
prototype	nguyên mẫu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/prototype	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'nguyên mẫu' directly matches 'an early test model'.
psalm	thánh ca	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/psalm	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'thánh ca' matches 'a sacred religious song' and is a proper Vietnamese translation.
psychiatrist	nhà tâm thần học	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/psychiatrist	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation exactly matches sense 'doctor specializing in psychiatry' and aligns with the English gloss 'a doctor treating mental illness'.
puberty	dậy thì	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/puberty	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'dậy thì' exactly matches the sense 'age at which a person is first capable of sexual reproduction' and fits the English gloss 'becoming sexually mature'.
puppet	con rối	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/puppet	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'con rối' exactly matches the sense 'movable model of a person or animal' and fits the short gloss 'a hand-or-string-moved doll'.
purge	thanh trừng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/purge	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense and translation ('thanh trừng') match the idea of a forceful removal from political activity.
pyramid	kim tự tháp	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/pyramid	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 ('ancient construction') corresponds to a triangular-shaped structure; 'kim tự tháp' is a correct, usable Vietnamese translation.
python	trăn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/python	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a large nonvenomous snake' matches sense 'constricting snake' with translation 'trăn'.
qualitative	tính chất	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/qualitative	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense about descriptions based on quality matches 'tính chất' from the provided translations.
quarry	mỏ đá	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/quarry	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a stone-digging pit' matches sense label 'site for mining stone'; 'mỏ đá' is the exact provided Vietnamese translation.
quartz	thạch anh	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/quartz	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'mineral' and translation 'thạch anh' correctly correspond to quartz.
raft	bè	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/raft	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label 'flat, floating structure' matches short_en 'a flat floating platform' and 'bè' is the correct Vietnamese term.
raven	quạ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/raven	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'quạ' is a clear Vietnamese equivalent of 'a large black crow-like bird' and matches the sense label.
reap	gặt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/reap	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'to gather a harvest' matches sense 'to cut with a sickle...' and Vietnamese 'gặt' is the correct equivalent.
reckless	bất cẩn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/reckless	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'careless of danger or consequence' corresponds to sense 'careless or heedless; headstrong or rash'; 'bất cẩn' matches the careless meaning provided.
referendum	trưng cầu dân ý	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/referendum	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'trưng cầu dân ý' is a clear, correct Vietnamese rendering of 'a public vote'.
reflex	phản xạ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/reflex	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	“phản xạ” is the standard Vietnamese term for an automatic quick reaction (reflex).
remorse	hối hận	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/remorse	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'feeling of regret or sadness for doing wrong or sinning' matches English gloss 'deep regret for wrongdoing'; 'hối hận' is exact provided translation.
